ResponseId,Y_vaccgot2,X_condR,M1_valancR1,M2_motYOU1R,W_pol_ideo,RP_sevR1,RP_likR1,hadcovi1,flushot1,race1R,genderR1,age,educ,income,kidsR,RP_sev1,RP_lik1,gender,kids,covrisk_get_wv1,covrisk_ill_wv1,covrisk_die_wv1,covid_worry_1_wv1,covid_worry_2_wv1,covid_worry_3_wv1,covid_worry_4_wv1
R_1nYIKnnerFqlMnw,Null,4,4,2,5,17,8,Null,2,0,1,38,5,8,2,20,10,2,2,4,4,2,5,5,5,5
R_1nYLYfmEvjMSmLE,0,2,6,6,4,3,1,1,2,0,1,35,3,2,1,6,3,2,1,1,1,1,1,3,1,1
R_1nZauxgcwWuGWoT,0,3,5,4,6,9,1,0,3,0,1,44,6,9,0,12,3,2,0,1,1,1,3,3,3,3
R_1o5e1CuvwJd5Ad1,0,4,7,7,7,15,11,0,3,1,0,53,5,6,0,18,13,1,0,4,5,4,5,5,4,4
R_1o5p5WyqgmXJIDy,Null,2,7,7,6,14,17,0,3,0,0,41,5,6,2,17,19,1,2,6,7,6,5,5,4,3
R_1o6CoFStNy2BhKK,Null,4,7,5,7,15,7,0,3,0,0,24,3,2,0,18,9,1,0,1,7,1,3,5,5,5
R_1o6hgcbzsqfEPme,1,1,4,3,2,13,10,0,3,1,0,64,6,7,0,16,12,1,0,4,4,4,4,5,3,4
R_1o6z0sOoZ2Tr0UE,1,3,4,4,7,15,12,0,1,1,1,72,6,9,0,18,14,2,0,4,6,4,5,5,4,4
R_1o7HwwGoehWAE8h,Null,1,6,Null,6,12,14,0,3,1,0,78,6,9,0,15,16,1,0,4,6,6,5,5,3,2
R_1o7q9tkrsoU0fhM,Null,4,6,6,3,12,4,0,0,0,0,30,6,8,0,15,6,1,0,2,2,2,3,4,4,4
R_1o87rGOxQv3UDAS,Null,1,6,Null,4,13,7,Null,3,1,0,65,2,9,0,16,9,1,0,3,3,3,4,4,4,4
R_1oBx2L0yz5nU45l,0,4,7,6,6,17,11,0,1,0,0,32,6,7,1,20,13,1,1,6,5,2,5,5,5,5
R_1oC3GsMX8XQGGzG,1,4,3,1,3,17,7,Null,2,0,0,30,5,5,0,20,9,1,0,4,3,2,5,5,5,5
R_1od3vhJm0wlFf33,0,3,5,2,4,1,1,0,0,0,1,46,5,3,0,4,3,2,0,1,1,1,1,1,1,1
R_1odrekk0wqHINXx,0,1,5,4,5,12,8,0,3,1,1,77,5,6,0,15,10,2,0,3,4,3,4,4,4,3
R_1ODzuJ7HiQ4OVvg,Null,3,5,2,4,13,14,1,0,0,1,26,6,2,1,16,16,2,1,4,7,5,5,4,3,4
R_1OGLdZdvREuovvf,Null,2,7,7,4,17,3,0,2,0,0,25,2,8,2,20,5,1,2,1,2,2,5,5,5,5
R_1oGVjXm0usZcBPY,Null,2,6,4,6,8,7,0,3,1,0,61,3,8,0,11,9,1,0,3,4,2,4,5,1,1
R_1oh7t9HAxPaEsRw,1,4,6,4,5,6,6,0,2,0,1,51,5,4,0,9,8,2,0,4,3,1,2,3,2,2
R_1oHBqKqXphEdwj2,0,4,5,5,3,14,9,0,3,1,0,47,5,9,0,17,11,1,0,4,4,3,4,5,4,4
R_1oHffOg9mvmZcl6,Null,2,6,4,4,7,6,0,3,1,0,64,6,10,0,10,8,1,0,2,4,2,4,4,1,1
R_1ohTvZEnihCjZ0r,Null,3,7,1,2,13,10,0,3,0,0,62,3,2,0,16,12,1,0,3,5,4,4,4,4,4
R_1OHURjkEoNVqoxR,Null,1,4,1,4,13,5,0,0,0,0,55,2,3,0,16,7,1,0,1,2,4,5,5,3,3
R_1ohxocybutlQvnS,Null,3,6,5,6,15,10,0,0,0,0,38,3,6,2,18,12,1,2,4,4,4,5,5,4,4
R_1OIC88pK3OnD1Zo,Null,2,7,Null,1,15,15,1,3,0,0,31,5,8,2,18,17,1,2,6,5,6,5,4,5,4
R_1oipBGw4sk9Wd7p,1,2,6,7,5,9,7,0,3,1,0,80,6,7,0,12,9,1,0,3,4,2,3,4,3,2
R_1OjFSrcfYkEKsZz,Null,4,5,3,4,3,5,0,0,1,0,67,3,6,0,6,7,1,0,2,3,2,2,2,1,1
R_1Ok7wupXBSlDuSI,Null,4,5,4,5,14,8,0,3,0,1,20,3,9,3,17,10,2,3,4,3,3,4,5,4,4
R_1OkGyPSfSDEKux9,1,2,4,4,3,7,9,0,3,0,0,77,5,6,0,10,11,1,0,4,4,3,3,3,2,2
R_1OkPFYArU0J1azn,Null,3,6,4,5,17,7,Null,3,0,1,31,5,5,1,20,9,2,1,4,4,1,5,5,5,5
R_1OlWyef8WYPOVEw,0,4,3,1,6,9,1,0,0,0,1,23,3,3,0,12,3,2,0,1,1,1,1,5,3,3
R_1ONTTqKEHA8wvU4,Null,1,1,1,4,1,3,0,0,0,1,35,1,5,3,4,5,2,3,1,2,2,1,1,1,1
R_1OP7NWjHR3NOkmm,1,2,6,7,4,12,10,0,3,1,0,66,6,10,0,15,12,1,0,3,5,4,4,4,4,3
R_1OPMnsL00SN7Yyw,1,4,6,5,3,13,7,0,0,0,1,28,5,10,0,16,9,2,0,4,3,2,4,5,4,3
R_1OPS5xKfefqtnCW,Null,4,7,7,4,13,10,0,2,1,1,72,5,7,0,16,12,2,0,4,4,4,4,4,4,4
R_1OQawSXC53reICD,0,3,4,1,2,1,4,0,0,1,1,35,2,6,0,4,6,2,0,2,2,2,1,1,1,1
R_1OQgcx6Mhbw0ySy,0,4,4,5,5,10,3,0,1,0,1,46,5,1,1,13,5,2,1,2,2,1,2,5,3,3
R_1OqpA6xbQIGgkKa,0,1,6,6,6,13,13,0,0,0,1,43,5,3,1,16,15,2,1,5,5,5,4,4,4,4
R_1OqR6Gu4kI4NaOX,0,4,7,7,1,9,16,0,3,0,1,66,5,10,2,12,18,2,2,6,6,6,5,5,1,1
R_1OquTpLLtDdR4DJ,Null,4,4,5,3,14,9,1,2,0,0,42,5,7,1,17,11,1,1,5,4,2,4,5,4,4
R_1OripatvPKCkt5I,1,3,7,Null,4,6,7,0,3,0,0,81,6,9,0,9,9,1,0,3,3,3,3,3,2,1
R_1OSKMXnQOKWLW4Z,1,1,6,6,5,11,4,0,3,1,0,55,5,10,1,14,6,1,1,2,2,2,5,5,3,1
R_1otey8xIbjHpeu4,0,2,7,6,4,17,5,0,1,0,1,39,5,2,2,20,7,2,2,3,2,2,5,5,5,5
R_1otlfyWd8jJbwb6,Null,3,7,7,4,15,3,0,3,0,1,72,3,9,0,18,5,2,0,2,2,1,4,5,4,5
R_1OUFAPsijvLrRUO,0,1,4,4,2,4,8,0,3,1,0,74,5,4,0,7,10,1,0,3,4,3,2,2,2,1
R_1OUMUUaDvpz7iyD,Null,3,3,Null,5,8,8,1,1,0,1,34,2,1,1,11,10,2,1,3,3,4,2,3,4,2
R_1ounZcUsILfvEUF,0,2,2,3,1,10,4,0,2,0,0,47,3,3,0,13,6,1,0,2,2,2,2,4,4,3
R_1OvIDuLfhqh0VC7,Null,2,7,6,4,16,10,0,1,0,0,69,6,8,0,19,12,1,0,4,4,4,5,4,5,5
R_1OVph4w660O8xRP,Null,3,4,4,6,7,6,0,3,0,0,68,5,9,0,10,8,1,0,3,3,2,3,3,2,2
R_1OWeF62EOqa5E6k,0,2,7,4,2,11,10,Null,1,0,1,31,4,4,0,14,12,2,0,4,5,3,3,4,3,4
R_1OwNqTkcVgh0q9E,Null,4,6,6,3,15,4,1,0,0,0,35,3,7,0,18,6,1,0,2,2,2,4,5,4,5
R_1OYLer3KrS8uVV6,Null,4,5,Null,5,16,10,0,3,1,0,43,5,9,1,19,12,1,1,7,3,2,4,5,5,5
R_1oyWPP77X0oh9wn,Null,2,1,1,6,12,5,1,2,0,0,42,4,9,0,15,7,1,0,3,2,2,4,5,2,4
R_1oz5bXrTKU7pcAr,Null,4,7,7,7,12,6,0,3,1,1,68,4,9,0,15,8,2,0,3,3,2,4,5,3,3
R_1OZh9ITPFC7nYaz,Null,3,5,4,6,17,10,Null,1,0,1,62,4,3,0,20,12,2,0,3,5,4,5,5,5,5
R_1ozISxVBp9YbMco,Null,2,7,7,7,17,4,Null,1,0,1,41,5,7,2,20,6,2,2,2,2,2,5,5,5,5
R_1ozk1Ws2NI1m2py,1,1,7,Null,6,8,7,0,2,1,0,66,5,7,0,11,9,1,0,2,4,3,1,4,3,3
R_1OZxpY2eGXhMPTi,Null,4,4,1,4,10,10,0,1,0,1,58,3,9,0,13,12,2,0,3,5,4,4,4,3,2
R_1OZYEHCfWevxec4,0,Null,Null,Null,1,11,7,0,3,1,0,50,5,4,0,14,9,1,0,3,3,3,4,4,3,3
R_1P0fe7KFBv1uysB,1,2,3,6,1,17,4,0,2,0,1,49,2,1,0,20,6,2,0,1,2,3,5,5,5,5
R_1P10kHFJRFy9ahq,0,3,4,5,4,17,10,0,0,0,1,30,5,5,0,20,12,2,0,4,4,4,5,5,5,5
R_1P1nBfHNY2NKHTM,1,4,4,4,1,12,9,0,3,1,0,71,4,7,0,15,11,1,0,4,3,4,4,4,3,4
R_1P4XIb334396AsS,Null,4,5,4,6,6,7,0,3,1,0,60,3,10,0,9,9,1,0,3,4,2,2,3,2,2
R_1P5gZisk1toIt1Z,Null,3,6,Null,2,9,3,Null,1,0,0,30,6,6,0,12,5,1,0,3,1,1,4,3,3,2
R_1P6pztyx79heTSZ,Null,3,4,1,3,3,4,0,0,0,0,52,3,10,0,6,6,1,0,2,2,2,1,3,1,1
R_1P7yq3p7vSlkHDL,0,1,4,3,3,1,4,Null,2,0,1,59,3,2,0,4,6,2,0,2,2,2,1,1,1,1
R_1pA2GHZfRq5SaVW,Null,1,4,1,4,6,7,0,0,0,0,66,3,3,0,9,9,1,0,2,4,3,3,4,1,1
R_1pAw850lNPzvFrz,Null,4,7,3,6,14,3,0,1,0,0,43,2,4,0,17,5,1,0,2,2,1,4,5,4,4
R_1pAwGPIFxnDhjC4,1,3,5,5,4,14,10,0,3,0,1,38,5,8,2,17,12,2,2,4,4,4,4,5,4,4
R_1PcSp3Cekl2aSpp,1,1,7,7,2,7,10,0,3,1,0,56,2,10,0,10,12,1,0,4,4,4,4,4,1,1
R_1PcuwmB9pfredxz,1,1,4,5,4,17,7,Null,2,0,1,42,6,9,0,20,9,2,0,3,3,3,5,5,5,5
R_1PdX5xoTMy3EzeM,Null,4,7,Null,4,14,10,0,3,0,1,74,3,8,0,17,12,2,0,4,4,4,5,5,4,3
R_1pEe7DQ6M8wlbJ7,Null,3,6,5,5,12,8,0,3,0,1,23,5,1,0,15,10,2,0,4,3,3,4,5,4,2
R_1pEk2cbnNTlO2J8,Null,1,1,2,4,16,13,0,1,0,1,28,6,7,1,19,15,2,1,6,5,4,5,4,5,5
R_1pEubQFy0vBntG4,0,4,2,1,6,12,7,0,0,0,1,41,4,4,0,15,9,2,0,3,4,2,4,5,3,3
R_1pFNIWYF5JGYM6r,Null,3,3,1,4,9,3,0,1,0,1,29,2,3,4,12,5,2,4,1,3,1,3,3,2,4
R_1pG1fV1gP69zVk7,Null,2,6,6,4,12,4,0,3,0,1,63,3,4,0,15,6,2,0,2,2,2,3,4,4,4
R_1pGLO1wjIw4TDUs,1,1,7,7,4,2,14,0,2,1,0,67,2,3,0,5,16,1,0,7,3,6,1,1,2,1
R_1pKaWnS6dz2j1MD,1,2,5,5,4,7,8,0,3,1,1,69,6,6,0,10,10,2,0,3,4,3,3,3,2,2
R_1pLiXUAZBUpYChC,1,1,6,5,6,8,7,Null,2,0,1,52,6,9,0,11,9,2,0,3,3,3,2,5,2,2
R_1plO9jYbvOqqFbW,Null,3,1,1,4,17,11,1,0,0,1,44,1,2,0,20,13,2,0,4,4,5,5,5,5,5
R_1plOuU5nrkdfSPz,0,4,1,4,2,8,7,0,1,0,0,29,6,7,1,11,9,1,1,2,4,3,2,1,5,3
R_1pm4HW7ESYiIDWp,Null,3,4,1,2,2,2,0,0,0,0,31,2,2,0,5,4,1,0,1,2,1,1,2,1,1
R_1pm7jy2OBObFUEG,0,4,6,6,6,13,6,Null,0,0,1,20,3,5,1,16,8,2,1,3,3,2,4,4,4,4
R_1pmR3NJ0qpbc30s,0,4,6,4,4,15,6,0,2,0,1,42,5,7,2,18,8,2,2,2,3,3,4,5,4,5
R_1pnbh2mrOqQbWWj,0,4,3,2,6,14,3,0,1,0,1,19,2,3,0,17,5,2,0,1,2,2,4,5,4,4
R_1pnHf58d4zIcpyf,1,3,5,5,5,13,10,0,0,1,0,68,6,5,0,16,12,1,0,3,5,4,5,4,3,4
R_1poL1bqFQ04LJhx,Null,4,2,Null,6,7,9,0,3,0,1,20,2,1,0,10,11,2,0,3,3,5,2,3,2,3
R_1posAQsNTFPYzA3,0,2,4,1,2,15,6,1,1,0,1,41,2,7,0,18,8,2,0,2,4,2,5,5,4,4
R_1pPqWrocUBMGX1u,0,3,4,4,6,17,1,0,3,0,1,22,4,9,0,20,3,2,0,1,1,1,5,5,5,5
R_1pPteCEemI9HoVf,0,4,4,1,4,15,9,0,1,0,1,21,2,1,0,18,11,2,0,3,4,4,5,5,3,5
R_1pQmj3TTxtC4uX0,Null,4,4,1,4,17,2,0,1,1,1,42,2,3,0,20,4,2,0,2,1,1,5,5,5,5
R_1pRaiNhijzT5qNA,Null,4,7,7,7,17,10,1,3,0,0,65,6,8,0,20,12,1,0,4,4,4,5,5,5,5
R_1pRRYESYRJ4gyaJ,Null,4,2,1,4,5,12,Null,1,0,1,37,3,5,4,8,14,2,4,4,6,4,1,5,1,1
R_1PS43t7sEWtsU71,1,4,5,4,4,9,11,0,3,0,0,72,6,8,0,12,13,1,0,2,6,5,5,4,2,1
R_1pS8Cd4jmCftXr1,1,2,4,1,6,17,12,Null,3,0,1,41,5,4,1,20,14,2,1,4,6,4,5,5,5,5
R_1psaoxGZ9iKuzFn,0,1,1,1,6,11,9,0,0,1,Null,33,5,7,1,14,11,88,1,4,4,3,2,4,4,4
R_1pup53AGVX0oNEa,0,2,4,1,3,9,1,Null,0,0,1,33,2,6,0,12,3,2,0,1,1,1,3,3,3,3
R_1pWg1hBu1DnLrOG,0,4,5,1,7,14,10,1,0,0,1,30,3,5,2,17,12,2,2,4,4,4,5,5,5,2
R_1PXaOyPkTVisDnB,Null,1,1,1,1,5,3,0,0,0,1,23,4,1,0,8,5,2,0,3,1,1,2,1,1,4
R_1pYEvZRp3woH4sV,Null,1,6,6,6,6,4,0,0,0,Null,32,2,7,0,9,6,88,0,2,2,2,1,4,2,2
R_1pYGZrMHkvOTiLq,0,2,3,Null,3,1,1,0,0,0,1,28,2,8,0,4,3,2,0,1,1,1,1,1,1,1
R_1pYkPh77NnokWAW,Null,2,4,1,1,5,5,0,3,1,1,69,2,9,0,8,7,2,0,2,3,2,3,3,1,1
R_1pZ4nV1QsiBAtQX,1,3,4,1,3,4,10,Null,3,1,0,64,5,9,0,7,12,1,0,4,4,4,2,3,1,1
R_1Q0060i7iJaKXft,0,4,4,3,4,17,9,0,3,0,1,28,5,5,1,20,11,2,1,3,4,4,5,5,5,5
R_1q2kKop7bgFFe4k,Null,3,7,7,6,14,Null,0,0,0,1,49,3,6,0,17,Null,2,0,4,4,Null,5,5,4,3
R_1Q3dkq3OZ53Gnon,Null,3,4,4,7,5,13,0,0,0,0,38,3,5,1,8,15,1,1,1,7,7,1,5,1,1
R_1Q41hwOPf99OLsY,Null,2,7,Null,4,14,12,Null,3,1,1,31,5,8,0,17,14,2,0,4,6,4,4,5,4,4
R_1q4g9v2km034NuU,1,1,1,1,4,15,1,Null,0,0,1,28,5,6,0,18,3,2,0,1,1,1,4,5,4,5
R_1q4gjTbMY7tBfsF,Null,1,7,7,3,13,14,1,2,0,0,43,6,10,3,16,16,1,3,5,6,5,4,5,3,4
R_1q4KSZWvrKwbvIg,0,4,7,7,4,14,4,Null,3,0,0,23,2,7,0,17,6,1,0,2,2,2,5,5,3,4
R_1q4mJkDpCn9h8NW,Null,3,6,5,4,13,15,Null,1,0,0,72,5,7,0,16,17,1,0,5,6,6,4,4,4,4
R_1Q4oKLloJ8D4arq,Null,1,4,3,2,9,7,0,0,0,0,35,2,3,1,12,9,1,1,3,3,3,3,3,3,3
R_1Q4RkXmeu3gmFA8,Null,3,6,6,6,4,9,0,3,0,0,67,3,3,0,7,11,1,0,4,4,3,1,1,3,2
R_1q4Yx7b5oP6XTvJ,1,4,7,Null,3,16,11,0,3,0,1,39,6,6,1,19,13,2,1,5,7,1,5,5,4,5
R_1Q5935zjKDhNkXT,Null,4,7,7,7,15,7,0,2,0,1,63,5,2,0,18,9,2,0,2,4,3,5,5,4,4
R_1q7YAswiPTnVHDd,1,4,7,5,4,15,13,0,0,1,0,61,2,8,0,18,15,1,0,4,7,4,5,5,4,4
R_1Q9NFHL17Mv5dJS,1,1,5,Null,2,14,14,0,3,1,0,30,4,6,0,17,16,1,0,7,5,4,4,5,4,4
R_1q9yJFnd5FeOBuJ,Null,3,4,1,2,12,7,0,3,1,0,56,6,10,0,15,9,1,0,4,3,2,4,5,4,2
R_1qaCCWBnUllVhcn,Null,1,6,Null,4,9,13,0,3,0,1,31,5,9,2,12,15,2,2,5,5,5,3,3,3,3
R_1QcKnzHsslPiTEe,0,2,7,7,4,17,6,1,0,0,0,30,2,8,1,20,8,1,1,4,2,2,5,5,5,5
R_1QcL2IJJ2X3S9S4,Null,1,6,4,4,13,9,0,3,0,0,61,5,7,0,16,11,1,0,4,4,3,5,5,3,3
R_1Qcma2TcjW4KToX,1,4,7,6,6,5,8,0,3,1,0,68,5,10,0,8,10,1,0,3,4,3,3,3,1,1
R_1qdGygXQxkEG9iS,1,3,5,7,2,12,8,0,3,0,0,71,5,6,0,15,10,1,0,3,3,4,4,5,3,3
R_1QEiDZhbzmcsdgq,0,1,1,1,4,9,15,0,0,0,1,57,3,7,0,12,17,2,0,7,5,5,5,5,1,1
R_1QEmQxJUIsonIXi,0,2,6,1,4,12,10,1,1,0,1,37,2,3,0,15,12,2,0,7,3,2,5,5,4,1
R_1QEZib9vWgKqFIh,Null,3,2,1,2,6,3,0,1,0,1,44,5,9,0,9,5,2,0,1,2,2,1,1,2,5
R_1qfU1Juvj51lHge,1,1,5,4,2,7,5,0,2,1,0,57,6,10,0,10,7,1,0,3,2,2,3,3,2,2
R_1QGHKVstD4CIV9D,0,2,4,1,6,12,9,0,1,0,1,33,1,1,0,15,11,2,0,4,4,3,3,4,4,4
R_1qgqjAZGnixQSXS,0,2,5,3,2,17,11,0,0,0,0,41,2,6,2,20,13,1,2,3,6,4,5,5,5,5
R_1qh0UjS3w6x0q8Q,0,2,7,1,4,7,12,1,3,0,1,72,2,4,0,10,14,2,0,4,5,5,3,5,1,1
R_1qhcHGSmIuWIFz0,0,2,6,5,4,12,9,Null,3,0,1,63,2,2,0,15,11,2,0,4,4,3,4,5,3,3
R_1QheqIqGo02Qzo8,1,2,6,7,3,10,9,0,3,1,1,70,3,7,0,13,11,2,0,3,4,4,3,4,3,3
R_1QJxALpQL9bnbKp,Null,2,4,1,1,9,11,0,3,0,0,47,2,7,0,12,13,1,0,1,6,6,5,5,1,1
R_1QKRJOg8H34lS1N,1,1,6,6,2,11,10,0,2,1,0,67,3,9,0,14,12,1,0,4,4,4,4,4,3,3
R_1QmDL8CqiLRSpt1,Null,2,6,6,4,13,12,0,1,0,0,58,6,10,0,16,14,1,0,4,5,5,4,4,4,4
R_1QMjkfx9P4VYq0W,1,3,6,7,1,14,11,0,3,1,1,73,5,2,0,17,13,2,0,4,5,4,5,5,3,4
R_1Qnok9npWdvufxO,1,2,7,Null,6,2,1,0,3,1,1,78,3,7,0,5,3,2,0,1,1,1,1,2,1,1
R_1QnZKpLCcx78OiI,1,4,7,6,6,15,11,0,3,0,0,73,6,10,0,18,13,1,0,3,5,5,5,5,4,4
R_1QopiePXJ3QboRE,1,2,4,4,6,13,13,0,3,1,0,86,5,9,0,16,15,1,0,4,6,5,4,4,4,4
R_1QosHfAfZxGVrwf,Null,2,5,1,4,12,13,0,1,0,1,79,5,9,0,15,15,2,0,4,6,5,5,5,3,2
R_1QsajuZH6oTL1Fw,1,2,7,6,4,13,7,0,1,0,0,71,4,7,0,16,9,1,0,3,4,2,4,5,4,3
R_1QtiOPwniN10BYD,Null,4,2,1,2,11,7,1,0,1,0,42,5,7,0,14,9,1,0,3,3,3,3,5,3,3
R_1Qu1UYmfjWA4jLD,Null,2,7,7,6,17,10,0,0,1,1,57,4,5,0,20,12,2,0,4,4,4,5,5,5,5
R_1Qu3V21Y6JZLRaG,0,2,6,5,6,11,6,0,2,0,1,19,3,2,1,14,8,2,1,3,3,2,4,5,4,1
R_1qUHV8f3RKqFkuK,0,3,6,4,4,9,11,0,1,0,1,31,4,6,2,12,13,2,2,4,5,4,4,4,2,2
R_1qUlGt1DMle51z4,0,1,3,2,4,13,5,0,1,0,0,38,5,7,1,16,7,1,1,2,3,2,4,4,4,4
R_1qVDOJ5r4M1CMTE,Null,2,5,3,4,7,7,1,2,0,0,28,3,4,1,10,9,1,1,4,4,1,1,5,2,2
R_1qVSqf1QvP4fZbz,Null,2,7,7,5,5,6,0,2,1,0,55,5,9,1,8,8,1,1,3,3,2,2,4,1,1
R_1qVtsQxvXi6gT4M,1,1,6,4,5,13,9,0,3,1,0,72,6,8,0,16,11,1,0,4,4,3,4,4,4,4
R_1qVxQiLSONzKBm2,0,4,3,2,6,12,4,Null,1,1,1,46,5,10,0,15,6,2,0,2,2,2,3,5,3,4
R_1qWec9YXbWm6QBI,0,1,4,4,6,13,7,0,3,0,1,19,2,8,1,16,9,2,1,2,4,3,4,5,3,4
R_1qX5btQKU4JVs8K,1,1,2,1,4,7,2,0,0,0,0,36,6,9,0,10,4,1,0,2,1,1,2,4,2,2
R_1QyhvY6bvoG5lSj,0,4,3,1,6,17,11,0,1,0,1,21,5,5,1,20,13,2,1,4,5,4,5,5,5,5
R_1Qyhzw9WkldqAfJ,1,2,5,3,5,11,7,0,3,0,1,25,6,10,0,14,9,2,0,4,3,2,5,5,2,2
R_1QynBWGqRCyHzS1,0,4,6,6,4,9,10,0,3,0,0,34,4,9,2,12,12,1,2,4,4,4,3,3,3,3
R_1QZPKHzAVe26ACZ,Null,2,6,6,4,16,12,0,2,0,0,67,5,7,0,19,14,1,0,2,6,6,5,5,5,4
R_1r0OyZkkHVavvIO,0,1,6,1,4,3,3,0,3,0,0,23,3,4,0,6,5,1,0,2,2,1,1,3,1,1
R_1r34YLOP7eA30yC,0,2,5,2,6,10,10,Null,0,0,0,45,2,1,0,13,12,1,0,4,4,4,3,4,3,3
R_1r39xdfjqYa67Ls,Null,2,4,1,6,17,10,1,0,0,0,60,2,1,0,20,12,1,0,4,7,1,5,5,5,5
R_1r6nJCh8vFVtGig,0,1,4,4,4,13,7,0,2,0,0,22,4,5,0,16,9,1,0,5,3,1,4,3,5,4
R_1r6yHIW24y16NoM,0,1,3,Null,7,17,12,0,3,0,1,42,4,3,2,20,14,2,2,4,5,5,5,5,5,5
R_1r7IeBf5abqIcFJ,Null,2,4,3,5,10,10,1,3,0,1,58,2,10,0,13,12,2,0,4,5,3,4,5,2,2
R_1r8EHYVbX8yfjOW,1,3,6,4,6,15,9,0,3,1,1,60,6,10,0,18,11,2,0,4,4,3,5,5,4,4
R_1r8OJtQcBJtgHEk,Null,1,1,1,2,9,10,0,2,1,0,56,5,9,1,12,12,1,1,4,4,4,3,3,3,3
R_1r9zexOSLfplYa7,1,3,4,3,4,15,7,0,1,0,1,45,3,9,1,18,9,2,1,4,3,2,5,5,4,4
R_1rAK23JgahjBIEo,Null,2,2,1,5,17,12,0,0,0,1,19,3,1,0,20,14,2,0,2,6,6,5,5,5,5
R_1rB1IUEXd3thVTj,Null,4,4,5,4,9,8,0,1,0,0,52,4,7,1,12,10,1,1,2,2,6,3,4,4,1
R_1rB56neWpfWCMZ2,1,1,7,Null,6,14,11,0,3,1,0,65,4,9,0,17,13,1,0,2,6,5,5,5,5,2
R_1rBv9mN30Ev9UJ3,1,1,6,5,4,12,11,0,3,1,0,67,5,9,0,15,13,1,0,4,5,4,4,4,3,4
R_1rc9l7Ew05oxdhl,Null,2,4,4,2,9,6,Null,3,1,0,58,5,9,0,12,8,1,0,3,3,2,3,3,3,3
R_1rc9yRktaJL0jkO,Null,3,7,7,4,1,3,0,0,0,0,66,6,10,0,4,5,1,0,2,2,1,1,1,1,1
R_1rCkLLo8ReQvEZd,Null,1,1,1,5,2,9,0,0,0,0,36,4,6,0,5,11,1,0,4,4,3,2,1,1,1
R_1rczigpMYWx7EXc,1,4,7,7,6,15,9,Null,2,0,1,34,6,8,0,18,11,2,0,4,4,3,4,4,5,5
R_1rdI5qzQrprVYHf,Null,2,3,2,4,9,4,0,0,1,0,25,4,6,1,12,6,1,1,2,2,2,3,3,3,3
R_1rDLYyzZLBeGzgn,0,1,5,4,4,10,9,0,1,1,0,63,6,9,0,13,11,1,0,4,4,3,4,4,2,3
R_1reoo2uvVCLcXtk,0,4,5,7,4,13,12,1,2,0,1,45,3,2,1,16,14,2,1,5,5,4,4,5,3,4
R_1reuq3fim6VbU4B,Null,1,7,7,6,17,13,0,3,0,0,35,6,9,2,20,15,1,2,5,5,5,5,5,5,5
R_1rHABShY3cLZYId,Null,4,2,Null,1,5,6,1,1,0,0,40,2,2,0,8,8,1,0,3,3,2,1,3,2,2
R_1rHqmh02oJJc9gt,0,4,6,5,6,14,7,0,1,0,1,30,5,7,3,17,9,2,3,6,2,1,4,5,4,4
R_1riCuDFJTgajRux,0,2,3,1,3,6,3,0,0,0,0,54,6,6,0,9,5,1,0,1,3,1,1,1,3,4
R_1rIdYPucF0GsCdu,0,4,6,1,4,14,6,1,1,0,1,38,4,2,2,17,8,2,2,2,4,2,5,5,4,3
R_1riELg2cOI4zMZC,Null,4,7,7,4,9,4,0,1,0,0,72,5,8,0,12,6,1,0,2,2,2,3,3,3,3
R_1ritkDuSitoaUpw,Null,2,5,3,2,4,9,1,3,1,1,64,4,7,0,7,11,2,0,4,4,3,2,3,1,1
R_1rj3O3vCjNB1tM5,0,2,3,4,6,9,10,1,1,0,1,34,3,6,0,12,12,2,0,4,4,4,4,4,2,2
R_1rJL6VSOIF5Dhcj,Null,2,4,4,7,12,8,Null,0,0,0,19,3,4,0,15,10,1,0,3,4,3,5,4,3,3
R_1rjlrRh91KBPOkW,0,2,5,4,2,9,4,0,0,0,1,35,5,6,0,12,6,2,0,2,2,2,3,3,3,3
R_1rlePZrhXjzaqEF,1,4,6,4,6,13,7,0,2,0,1,30,5,7,0,16,9,2,0,3,4,2,4,5,3,4
R_1rNWJwhiLb2LvqW,1,4,6,5,5,16,9,1,1,0,0,57,6,8,0,19,11,1,0,2,5,4,5,5,4,5
R_1roDa7hQi9bim0c,Null,4,7,4,2,15,17,0,3,0,0,50,5,8,2,18,19,1,2,6,7,6,5,5,4,4
R_1rodmZ2GW8LX1lu,1,3,7,Null,2,15,17,1,2,0,0,26,2,3,0,18,19,1,0,6,7,6,4,5,4,5
R_1rOEhpIAbrzHsmT,Null,1,4,3,4,14,8,0,3,0,1,22,6,3,0,17,10,2,0,1,5,4,5,5,3,4
R_1roVuoiC1shWTFT,0,2,4,4,4,14,9,0,3,1,1,47,4,7,1,17,11,2,1,4,4,3,4,5,4,4
R_1roxK6oVwQXROs2,Null,3,5,Null,2,11,7,1,1,1,0,30,6,7,1,14,9,1,1,3,3,3,3,4,3,4
R_1rp16SG1YDJhFXY,0,3,4,1,2,8,7,1,0,0,1,29,5,4,0,11,9,2,0,4,3,2,2,5,2,2
R_1rp5qprcia8iY2a,0,3,6,1,4,15,8,0,1,0,0,41,3,6,2,18,10,1,2,3,4,3,5,5,4,4
R_1rpKgktChliNa14,Null,4,3,4,4,10,11,0,1,0,0,30,6,8,0,13,13,1,0,6,3,4,5,3,4,1
